,node,srr,year,sero
2059,SRR9000528_bin_1,SRR9000528,2019,Newport*
2060,SRR9000528_bin_2,SRR9000528,2019,Newport*
2061,SRR9000528_bin_3,SRR9000528,2019,Newport*
2062,SRR9000529_bin_1,SRR9000529,2019,
2063,SRR9000529_bin_2,SRR9000529,2019,
2064,SRR9000529_bin_3,SRR9000529,2019,
2065,SRR9000529_bin_4,SRR9000529,2019,
2066,SRR9000529_bin_5,SRR9000529,2019,
2067,SRR9000529_bin_6,SRR9000529,2019,
2068,SRR9000529_bin_7,SRR9000529,2019,
2069,SRR9000529_bin_8,SRR9000529,2019,
2070,SRR9050639_bin_1,SRR9050639,2019,London
2071,SRR9050639_bin_2,SRR9050639,2019,London
2072,SRR9090936_bin_1,SRR9090936,2009,
2073,SRR9090936_bin_2,SRR9090936,2009,
2074,SRR9090937_bin_1,SRR9090937,2009,Worthington
2075,SRR9090937_bin_2,SRR9090937,2009,Worthington
2076,SRR9090937_bin_3,SRR9090937,2009,Worthington
2077,SRR9090937_bin_4,SRR9090937,2009,Worthington
2078,SRR9090937_bin_5,SRR9090937,2009,Worthington
2079,SRR9090945_bin_1,SRR9090945,2009,
2080,SRR9090945_bin_2,SRR9090945,2009,
2081,SRR9090945_bin_3,SRR9090945,2009,
2082,SRR9090974_bin_1,SRR9090974,2008,Derby
2083,SRR9090974_bin_2,SRR9090974,2008,Derby
2084,SRR9090974_bin_3,SRR9090974,2008,Derby
2085,SRR9090989_bin_1,SRR9090989,2008,Derby
2086,SRR9090989_bin_2,SRR9090989,2008,Derby
2087,SRR9090991_bin_1,SRR9090991,2008,Mbandaka
2088,SRR9090991_bin_2,SRR9090991,2008,Mbandaka
2089,SRR9090991_bin_3,SRR9090991,2008,Mbandaka
2090,SRR9090993_bin_1,SRR9090993,2008,Typhimurium(O5-)*
2091,SRR9090993_bin_2,SRR9090993,2008,Typhimurium(O5-)*
2092,SRR9091342_bin_1,SRR9091342,2008,Derby
2093,SRR9091342_bin_2,SRR9091342,2008,Derby
2094,SRR9201986_bin_2,SRR9201986,2019,Schwarzengrund
2095,SRR9207116_bin_1,SRR9207116,2019,Worthington
2096,SRR9207136_bin_1,SRR9207136,2019,
2097,SRR9207136_bin_2,SRR9207136,2019,
2098,SRR9207136_bin_3,SRR9207136,2019,
2099,SRR9207136_bin_4,SRR9207136,2019,
2100,SRR9207136_bin_5,SRR9207136,2019,
2101,SRR9212395_bin_1,SRR9212395,2019,Rissen
2102,SRR9212395_bin_2,SRR9212395,2019,Rissen
2103,SRR9289406_bin_1,SRR9289406,2019,Johannesburg
2104,SRR9289406_bin_2,SRR9289406,2019,Johannesburg
2105,SRR9289406_bin_3,SRR9289406,2019,Johannesburg
2106,SRR9289406_bin_4,SRR9289406,2019,Johannesburg
2107,SRR9289406_bin_5,SRR9289406,2019,Johannesburg
2108,SRR9301061_bin_1,SRR9301061,2018,Chailey
2109,SRR9301061_bin_3,SRR9301061,2018,Chailey
2110,SRR9603447_bin_1,SRR9603447,2019,Eko
2111,SRR9603447_bin_2,SRR9603447,2019,Eko
2112,SRR9603447_bin_3,SRR9603447,2019,Eko
2113,SRR9603447_bin_4,SRR9603447,2019,Eko
2114,SRR9643020_bin_1,SRR9643020,2019,Derby
2115,SRR9643020_bin_2,SRR9643020,2019,Derby
2116,SRR9643020_bin_3,SRR9643020,2019,Derby
2117,SRR9643400_bin_1,SRR9643400,2019,Reading
2118,SRR9643400_bin_2,SRR9643400,2019,Reading
2119,SRR9717112_bin_1,SRR9717112,2019,
2120,SRR9717112_bin_2,SRR9717112,2019,
2121,SRR9717187_bin_1,SRR9717187,2019,potential monophasic variant of Typhimurium
2122,SRR9717187_bin_2,SRR9717187,2019,potential monophasic variant of Typhimurium
2123,SRR9717187_bin_3,SRR9717187,2019,potential monophasic variant of Typhimurium
2124,SRR9875340_bin_1,SRR9875340,2019,Derby
2125,SRR9875340_bin_4,SRR9875340,2019,Derby
2126,SRR9879519_bin_1,SRR9879519,2007,Typhimurium(O5-)*
2127,SRR9879519_bin_2,SRR9879519,2007,Typhimurium(O5-)*
2128,SRR9879519_bin_3,SRR9879519,2007,Typhimurium(O5-)*
2129,SRR9879519_bin_4,SRR9879519,2007,Typhimurium(O5-)*
2130,SRR9879537_bin_1,SRR9879537,2007,Worthington
2131,SRR9879537_bin_2,SRR9879537,2007,Worthington
2132,SRR9879537_bin_4,SRR9879537,2007,Worthington
2133,SRR9879542_bin_1,SRR9879542,2009,
2134,SRR9879542_bin_2,SRR9879542,2009,
2135,SRR9879542_bin_3,SRR9879542,2009,
2136,SRR9879542_bin_4,SRR9879542,2009,
2137,SRR9879548_bin_1,SRR9879548,2007,Typhimurium(O5-)*
2138,cluster_003,cluster,,
2139,cluster_004,cluster,,
2140,cluster_005,cluster,,
